n_estimators,max_depth,learning_rate,multi_task_strategy,mse_0,mse_1,mse_2,r2_0,r2_1,r2_2
500,1,0.001,multi_output_tree,37.15154303087467,15.838244048403405,406.1361316217316,-53.12986681485053,-0.2683946068645499,0.195027460522015
500,2,0.1,multi_output_tree,0.33320415985869173,4.152767290285455,165.325440160534,0.5452737185914948,0.6679745786731722,0.694913863109046
500,2,0.01,multi_output_tree,0.4255483314457561,6.5253260915532945,160.4456626316237,0.4258026432427016,0.4776358555595344,0.7141012226377689
500,2,0.001,multi_output_tree,37.28153319460727,14.925122959668576,377.69189469034336,-53.31747899294927,-0.19377592558330697,0.2563266399479419
500,3,0.1,multi_output_tree,0.3662615258368593,3.97804649494826,173.19122114466896,0.49934448525516234,0.6812719423355507,0.6929624238955189
500,3,0.01,multi_output_tree,0.3891235633975187,5.4788434281146134,167.87054357217616,0.48104912365442176,0.5610550844392274,0.7041845997957397
500,3,0.001,multi_output_tree,37.620541558561754,14.052206693846852,385.992939041093,-53.79266365098156,-0.12314961141709055,0.25623775245178293
500,5,0.1,multi_output_tree,0.3923785136314327,4.133884519154678,157.04781770509598,0.4504778049993023,0.6686431268064622,0.717763835345897
500,5,0.01,multi_output_tree,0.40169686764592016,4.797405486740013,160.8539617541445,0.4482711197465127,0.6148647894254612,0.7114341106042138
500,5,0.001,multi_output_tree,38.74241888670661,12.62748880542918,377.8077727717452,-55.427703564165185,-0.01236844514260429,0.2756848948743139
1000,1,0.1,multi_output_tree,0.3538327340660875,4.465794460389058,161.32719767241502,0.5189574144500879,0.6439362252514004,0.7065421191134692
1000,1,0.01,multi_output_tree,0.4432825290998473,7.068513344736536,167.9128870518954,0.40620982653911053,0.43460832837218166,0.6999195588114687
1000,1,0.001,multi_output_tree,14.198395106634328,13.805145721263937,301.4309551390039,-19.645027291119607,-0.10539966396733924,0.41913145551544356
1000,2,0.1,multi_output_tree,0.35103434869172007,4.237667881551978,166.5987676527491,0.5178881833550427,0.661104608329088,0.691505325567826
1000,2,0.01,multi_output_tree,0.3560982730646633,5.172138653970943,155.38663627686083,0.5199981449532803,0.5862839993340717,0.7217704232270018
1000,2,0.001,multi_output_tree,14.237650314936507,12.375084143350266,258.71279453878634,-19.719124418220936,0.010304910606145402,0.5094472799613181
1000,3,0.1,multi_output_tree,0.37800541551899525,4.0801408077125325,173.73848662465272,0.480872379673725,0.6731184635170148,0.6920885977934773
1000,3,0.01,multi_output_tree,0.34860234006369756,4.512555169943161,170.3619045519714,0.534010709817359,0.6391361000543199,0.6990679696429283
1000,3,0.001,multi_output_tree,14.470623918310952,10.790281247424407,266.8803861686208,-20.04464585267517,0.1368178363817965,0.5099089234980843
1000,5,0.1,multi_output_tree,0.39499623463994216,4.135184231622779,157.04621167083837,0.44577911624598343,0.6685439018581641,0.7177600099503356
1000,5,0.01,multi_output_tree,0.38882782110130865,4.3156947106699235,162.69416110043315,0.4614655269836862,0.6536282018935817,0.7062969516820652
1000,5,0.001,multi_output_tree,15.334752499518306,9.14448946308259,260.3525051907369,-21.308529893996457,0.2657756619789254,0.5241012477211612
