n_estimators,max_depth,learning_rate,multi_task_strategy,mse_0,mse_1,r2_0,r2_1
500,1,0.1,multi_output_tree,1.3336666696504342,3.33373245193025,0.9867362457880533,0.9628612533320939
500,1,0.01,multi_output_tree,8.426695605628039,9.734427951183488,0.9164829552083162,0.8916159718090372
500,1,0.001,multi_output_tree,51.473599870346696,45.143218535421724,0.4898739181523032,0.49773767745068775
500,2,0.1,multi_output_tree,0.20264170011034194,2.2541841678148624,0.9980035502850843,0.9749088974384005
500,2,0.01,multi_output_tree,1.9010731625699226,4.3023156295076666,0.9812004512309918,0.9521135340355537
500,2,0.001,multi_output_tree,45.19340987998694,40.53053697435708,0.5518368097405321,0.5487512051068967
500,3,0.1,multi_output_tree,0.137046306652375,1.187902037481939,0.9986528988884749,0.9868392379194644
500,3,0.01,multi_output_tree,0.6123891293416701,3.1296937496760413,0.9939605869383593,0.9651458586921853
500,3,0.001,multi_output_tree,41.89322915748013,38.81401880689647,0.5845406063812456,0.5677952904727281
500,5,0.1,multi_output_tree,0.11098924173609677,0.4957911430408868,0.9989005487235968,0.994491362401727
500,5,0.01,multi_output_tree,0.21910109421558005,2.4513515349816,0.9978373804126427,0.972743120351778
500,5,0.001,multi_output_tree,39.92301903812245,37.156933172232655,0.6040834826065987,0.5862265422967688
1000,1,0.1,multi_output_tree,1.106846495926804,3.132843348668834,0.9889733162351886,0.9650964356603803
1000,1,0.01,multi_output_tree,4.526169658079808,6.38616821986745,0.9551079703930734,0.9287677534729577
1000,1,0.001,multi_output_tree,32.479420649218994,27.981820455832313,0.6781716110859587,0.6887622947785854
1000,2,0.1,multi_output_tree,0.19117332549751778,2.3222385575635385,0.998118970905342,0.9741427163274355
1000,2,0.01,multi_output_tree,0.47924247829234534,2.812083980613693,0.995267464604878,0.9687014794032528
1000,2,0.001,multi_output_tree,22.535632378326056,21.04215640619659,0.7765904555859475,0.7657890427551735
1000,3,0.1,multi_output_tree,0.13060940109683453,0.9886789954415937,0.9987125089585976,0.9890230322958832
1000,3,0.01,multi_output_tree,0.2488073573675294,2.4700006244079833,0.9975552900297459,0.9724971917750873
1000,3,0.001,multi_output_tree,18.425842199612134,18.644364054093877,0.8173730788565358,0.7924361545268084
1000,5,0.1,multi_output_tree,0.11603777150540169,0.41901865032747027,0.998847402245276,0.995343953746635
1000,5,0.01,multi_output_tree,0.140787570793486,1.5324947152212698,0.9986138079635847,0.9830372907167295
1000,5,0.001,multi_output_tree,15.736096754813989,16.24785704519126,0.8440367938585315,0.8190457157127126
3000,1,0.1,multi_output_tree,1.0818215391138424,3.1181790355243715,0.9892103782970836,0.9652542606502855
3000,1,0.01,multi_output_tree,1.9627824654200072,3.9822730530689503,0.9805088144047256,0.9556198836370772
3000,1,0.001,multi_output_tree,14.17731555351152,13.70714101476293,0.8594119559155399,0.8474181350637766
3000,2,0.1,multi_output_tree,0.18416390734852697,2.481101118865195,0.998185323461531,0.9723652615341226
3000,2,0.01,multi_output_tree,0.2201364043652252,2.2315590101896197,0.9978337475089243,0.9751722501368475
3000,2,0.001,multi_output_tree,4.428310696305479,6.698819617611751,0.9560707459226798,0.9253639854944087
3000,3,0.1,multi_output_tree,0.12907839555981637,0.8028708454101722,0.9987254703592164,0.9911007800290659
3000,3,0.01,multi_output_tree,0.15484523546165,1.459798623128235,0.9984791608537451,0.9838521592147528
3000,3,0.001,multi_output_tree,2.2712752387081574,4.758872211559708,0.977511324756019,0.9469566649312284
3000,5,0.1,multi_output_tree,0.1239965700914083,0.37495954353731975,0.9987661301366639,0.9958350522824123
3000,5,0.01,multi_output_tree,0.10879427171324543,0.6650386583923872,0.9989238340608674,0.9926488344903687
3000,5,0.001,multi_output_tree,0.6719695819207445,3.268253102167473,0.9933645908819642,0.963586498139097
